record_id,comparison_group_id,metric_number,distribution_metric_number_crosswalk,transmission_metric_number_crosswalk,legacy_metric_number_mapped,crosswalk_status,metric_type,metric_name,line_type,line_type_scope,hftd_tier,unit_canonical,unit_crosswalk_status,actual_value,comments,blank_meaning,utility_id,reporting_year,reporting_quarter,schema_version,source_revision,source_report_quarter,source_file,source_sheet,source_row,source_value_cell,guideline_url
T4R-584ec30b2d0c1f74,T4-8e80c5d3a208b9,,1040000000,1040000003,1.a.,legacy_all_line_types_to_v4_line_type_pair,1. Red flag warning only overhead circuit mile days,Red Flag Warning Only overhead circuit mile days,All line types (legacy aggregate),reported_all_line_types,HFTD Tier 2,Red flag warning overhead circuit mile days,same_measurement_definition_simplified_label,0,,,SDG&E,2023,1,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 4,10,J10,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T4R-23b57faabca2954c,T4-8e80c5d3a208b9,,1040000000,1040000003,1.a.,legacy_all_line_types_to_v4_line_type_pair,1. Red flag warning only overhead circuit mile days,Red Flag Warning Only overhead circuit mile days,All line types (legacy aggregate),reported_all_line_types,HFTD Tier 2,Red flag warning overhead circuit mile days,same_measurement_definition_simplified_label,0,,,SDG&E,2023,2,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 4,10,K10,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T4R-aa2bbaf107ec949f,T4-8e80c5d3a208b9,,1040000000,1040000003,1.a.,legacy_all_line_types_to_v4_line_type_pair,1. Red flag warning only overhead circuit mile days,Red Flag Warning Only overhead circuit mile days,All line types (legacy aggregate),reported_all_line_types,HFTD Tier 2,Red flag warning overhead circuit mile days,same_measurement_definition_simplified_label,0,,,SDG&E,2023,3,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 4,10,L10,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T4R-baa2f4bdbc28a27c,T4-8e80c5d3a208b9,,1040000000,1040000003,1.a.,legacy_all_line_types_to_v4_line_type_pair,1. Red flag warning only overhead circuit mile days,Red Flag Warning Only overhead circuit mile days,All line types (legacy aggregate),reported_all_line_types,HFTD Tier 2,Red flag warning overhead circuit mile days,same_measurement_definition_simplified_label,0,,,SDG&E,2023,4,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 4,10,M10,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T4R-6c46560a7f0aba1e,T4-3550b2867635d4,,1040000001,1040000004,1.b.,legacy_all_line_types_to_v4_line_type_pair,1. Red flag warning only overhead circuit mile days,Red Flag Warning Only overhead circuit mile days,All line types (legacy aggregate),reported_all_line_types,HFTD Tier 3,Red flag warning overhead circuit mile days,same_measurement_definition_simplified_label,0,,,SDG&E,2023,1,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 4,11,J11,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T4R-a81a60dafb630e79,T4-3550b2867635d4,,1040000001,1040000004,1.b.,legacy_all_line_types_to_v4_line_type_pair,1. Red flag warning only overhead circuit mile days,Red Flag Warning Only overhead circuit mile days,All line types (legacy aggregate),reported_all_line_types,HFTD Tier 3,Red flag warning overhead circuit mile days,same_measurement_definition_simplified_label,0,,,SDG&E,2023,2,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 4,11,K11,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T4R-050cc83efa8ef7b3,T4-3550b2867635d4,,1040000001,1040000004,1.b.,legacy_all_line_types_to_v4_line_type_pair,1. Red flag warning only overhead circuit mile days,Red Flag Warning Only overhead circuit mile days,All line types (legacy aggregate),reported_all_line_types,HFTD Tier 3,Red flag warning overhead circuit mile days,same_measurement_definition_simplified_label,0,,,SDG&E,2023,3,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 4,11,L11,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T4R-518768396912b6f7,T4-3550b2867635d4,,1040000001,1040000004,1.b.,legacy_all_line_types_to_v4_line_type_pair,1. Red flag warning only overhead circuit mile days,Red Flag Warning Only overhead circuit mile days,All line types (legacy aggregate),reported_all_line_types,HFTD Tier 3,Red flag warning overhead circuit mile days,same_measurement_definition_simplified_label,0,,,SDG&E,2023,4,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 4,11,M11,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T4R-f9e5e6060be13084,T4-eff34c8f752257,,1040000002,1040000005,1.c.,legacy_all_line_types_to_v4_line_type_pair,1. Red flag warning only overhead circuit mile days,Red Flag Warning Only overhead circuit mile days,All line types (legacy aggregate),reported_all_line_types,Non-HFTD,Red flag warning overhead circuit mile days,same_measurement_definition_simplified_label,0,,,SDG&E,2023,1,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 4,12,J12,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T4R-b3ab9acf2fdcd317,T4-eff34c8f752257,,1040000002,1040000005,1.c.,legacy_all_line_types_to_v4_line_type_pair,1. Red flag warning only overhead circuit mile days,Red Flag Warning Only overhead circuit mile days,All line types (legacy aggregate),reported_all_line_types,Non-HFTD,Red flag warning overhead circuit mile days,same_measurement_definition_simplified_label,0,,,SDG&E,2023,2,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 4,12,K12,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T4R-5d130872042eea1f,T4-eff34c8f752257,,1040000002,1040000005,1.c.,legacy_all_line_types_to_v4_line_type_pair,1. Red flag warning only overhead circuit mile days,Red Flag Warning Only overhead circuit mile days,All line types (legacy aggregate),reported_all_line_types,Non-HFTD,Red flag warning overhead circuit mile days,same_measurement_definition_simplified_label,0,,,SDG&E,2023,3,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 4,12,L12,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T4R-6b4b006ba6ee3905,T4-eff34c8f752257,,1040000002,1040000005,1.c.,legacy_all_line_types_to_v4_line_type_pair,1. Red flag warning only overhead circuit mile days,Red Flag Warning Only overhead circuit mile days,All line types (legacy aggregate),reported_all_line_types,Non-HFTD,Red flag warning overhead circuit mile days,same_measurement_definition_simplified_label,0,,,SDG&E,2023,4,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 4,12,M12,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T4R-0442c504c7e078ca,T4-66e4b15c6a0742,,1040000006,1040000009,2.a.,legacy_all_line_types_to_v4_line_type_pair,2. Wind condition overhead circuit mile days,High Wind Warning Only overhead circuit mile days,All line types (legacy aggregate),reported_all_line_types,HFTD Tier 2,High Wind Warning overhead circuit mile days,same_measurement_definition_simplified_label,3464,,,SDG&E,2023,1,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 4,13,J13,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T4R-d55e25a652b34046,T4-66e4b15c6a0742,,1040000006,1040000009,2.a.,legacy_all_line_types_to_v4_line_type_pair,2. Wind condition overhead circuit mile days,High Wind Warning Only overhead circuit mile days,All line types (legacy aggregate),reported_all_line_types,HFTD Tier 2,High Wind Warning overhead circuit mile days,same_measurement_definition_simplified_label,291,,,SDG&E,2023,2,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 4,13,K13,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T4R-5380ed2e6706ff99,T4-66e4b15c6a0742,,1040000006,1040000009,2.a.,legacy_all_line_types_to_v4_line_type_pair,2. Wind condition overhead circuit mile days,High Wind Warning Only overhead circuit mile days,All line types (legacy aggregate),reported_all_line_types,HFTD Tier 2,High Wind Warning overhead circuit mile days,same_measurement_definition_simplified_label,0,,,SDG&E,2023,3,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 4,13,L13,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T4R-31ed7d0120948b18,T4-66e4b15c6a0742,,1040000006,1040000009,2.a.,legacy_all_line_types_to_v4_line_type_pair,2. Wind condition overhead circuit mile days,High Wind Warning Only overhead circuit mile days,All line types (legacy aggregate),reported_all_line_types,HFTD Tier 2,High Wind Warning overhead circuit mile days,same_measurement_definition_simplified_label,295,,,SDG&E,2023,4,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 4,13,M13,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T4R-3ae3aebbaebc8851,T4-1d3962106381ab,,1040000007,1040000010,2.b.,legacy_all_line_types_to_v4_line_type_pair,2. Wind condition overhead circuit mile days,High Wind Warning Only overhead circuit mile days,All line types (legacy aggregate),reported_all_line_types,HFTD Tier 3,High Wind Warning overhead circuit mile days,same_measurement_definition_simplified_label,2832,,,SDG&E,2023,1,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 4,14,J14,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T4R-27ae0547a124f2e5,T4-1d3962106381ab,,1040000007,1040000010,2.b.,legacy_all_line_types_to_v4_line_type_pair,2. Wind condition overhead circuit mile days,High Wind Warning Only overhead circuit mile days,All line types (legacy aggregate),reported_all_line_types,HFTD Tier 3,High Wind Warning overhead circuit mile days,same_measurement_definition_simplified_label,468,,,SDG&E,2023,2,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 4,14,K14,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T4R-dc32f2d19045d4fe,T4-1d3962106381ab,,1040000007,1040000010,2.b.,legacy_all_line_types_to_v4_line_type_pair,2. Wind condition overhead circuit mile days,High Wind Warning Only overhead circuit mile days,All line types (legacy aggregate),reported_all_line_types,HFTD Tier 3,High Wind Warning overhead circuit mile days,same_measurement_definition_simplified_label,0,,,SDG&E,2023,3,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 4,14,L14,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T4R-62edcfc19de7c706,T4-1d3962106381ab,,1040000007,1040000010,2.b.,legacy_all_line_types_to_v4_line_type_pair,2. Wind condition overhead circuit mile days,High Wind Warning Only overhead circuit mile days,All line types (legacy aggregate),reported_all_line_types,HFTD Tier 3,High Wind Warning overhead circuit mile days,same_measurement_definition_simplified_label,0,,,SDG&E,2023,4,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 4,14,M14,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T4R-46ece7d36c03c649,T4-5db1270315ca0f,,1040000008,1040000011,2.c.,legacy_all_line_types_to_v4_line_type_pair,2. Wind condition overhead circuit mile days,High Wind Warning Only overhead circuit mile days,All line types (legacy aggregate),reported_all_line_types,Non-HFTD,High Wind Warning overhead circuit mile days,same_measurement_definition_simplified_label,5292,,,SDG&E,2023,1,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 4,15,J15,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T4R-658329460c9fccd8,T4-5db1270315ca0f,,1040000008,1040000011,2.c.,legacy_all_line_types_to_v4_line_type_pair,2. Wind condition overhead circuit mile days,High Wind Warning Only overhead circuit mile days,All line types (legacy aggregate),reported_all_line_types,Non-HFTD,High Wind Warning overhead circuit mile days,same_measurement_definition_simplified_label,130,,,SDG&E,2023,2,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 4,15,K15,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T4R-c9f7a8426b84267b,T4-5db1270315ca0f,,1040000008,1040000011,2.c.,legacy_all_line_types_to_v4_line_type_pair,2. Wind condition overhead circuit mile days,High Wind Warning Only overhead circuit mile days,All line types (legacy aggregate),reported_all_line_types,Non-HFTD,High Wind Warning overhead circuit mile days,same_measurement_definition_simplified_label,0,,,SDG&E,2023,3,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 4,15,L15,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T4R-995912faf7b87c24,T4-5db1270315ca0f,,1040000008,1040000011,2.c.,legacy_all_line_types_to_v4_line_type_pair,2. Wind condition overhead circuit mile days,High Wind Warning Only overhead circuit mile days,All line types (legacy aggregate),reported_all_line_types,Non-HFTD,High Wind Warning overhead circuit mile days,same_measurement_definition_simplified_label,109,,,SDG&E,2023,4,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 4,15,M15,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T4R-7f8e47a27c416af0,T4-b3609e3d1405ed,,1040000012,1040000015,3.a.,legacy_all_line_types_to_v4_line_type_pair,3. Wind condition and Red flag warning overhead circuit mile days,High Wind Warning and Red Flag Warning overhead circuit mile days,All line types (legacy aggregate),reported_all_line_types,HFTD Tier 2,High wind warning and red flag warning overhead circuit mile days,same_measurement_definition_simplified_label,0,,,SDG&E,2023,1,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 4,16,J16,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T4R-07d2a584fddee273,T4-b3609e3d1405ed,,1040000012,1040000015,3.a.,legacy_all_line_types_to_v4_line_type_pair,3. Wind condition and Red flag warning overhead circuit mile days,High Wind Warning and Red Flag Warning overhead circuit mile days,All line types (legacy aggregate),reported_all_line_types,HFTD Tier 2,High wind warning and red flag warning overhead circuit mile days,same_measurement_definition_simplified_label,0,,,SDG&E,2023,2,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 4,16,K16,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T4R-8d24244b105b2222,T4-b3609e3d1405ed,,1040000012,1040000015,3.a.,legacy_all_line_types_to_v4_line_type_pair,3. Wind condition and Red flag warning overhead circuit mile days,High Wind Warning and Red Flag Warning overhead circuit mile days,All line types (legacy aggregate),reported_all_line_types,HFTD Tier 2,High wind warning and red flag warning overhead circuit mile days,same_measurement_definition_simplified_label,0,,,SDG&E,2023,3,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 4,16,L16,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T4R-d2e8f7b0f8e5d0c6,T4-b3609e3d1405ed,,1040000012,1040000015,3.a.,legacy_all_line_types_to_v4_line_type_pair,3. Wind condition and Red flag warning overhead circuit mile days,High Wind Warning and Red Flag Warning overhead circuit mile days,All line types (legacy aggregate),reported_all_line_types,HFTD Tier 2,High wind warning and red flag warning overhead circuit mile days,same_measurement_definition_simplified_label,0,,,SDG&E,2023,4,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 4,16,M16,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T4R-c7a723e2f0a25aaf,T4-9d2cb861840e2c,,1040000013,1040000016,3.b.,legacy_all_line_types_to_v4_line_type_pair,3. Wind condition and Red flag warning overhead circuit mile days,High Wind Warning and Red Flag Warning overhead circuit mile days,All line types (legacy aggregate),reported_all_line_types,HFTD Tier 3,High wind warning and red flag warning overhead circuit mile days,same_measurement_definition_simplified_label,0,,,SDG&E,2023,1,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 4,17,J17,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T4R-4904a72a36089069,T4-9d2cb861840e2c,,1040000013,1040000016,3.b.,legacy_all_line_types_to_v4_line_type_pair,3. Wind condition and Red flag warning overhead circuit mile days,High Wind Warning and Red Flag Warning overhead circuit mile days,All line types (legacy aggregate),reported_all_line_types,HFTD Tier 3,High wind warning and red flag warning overhead circuit mile days,same_measurement_definition_simplified_label,0,,,SDG&E,2023,2,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 4,17,K17,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T4R-c8cf22ef91d97314,T4-9d2cb861840e2c,,1040000013,1040000016,3.b.,legacy_all_line_types_to_v4_line_type_pair,3. Wind condition and Red flag warning overhead circuit mile days,High Wind Warning and Red Flag Warning overhead circuit mile days,All line types (legacy aggregate),reported_all_line_types,HFTD Tier 3,High wind warning and red flag warning overhead circuit mile days,same_measurement_definition_simplified_label,0,,,SDG&E,2023,3,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 4,17,L17,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T4R-8202fa12f9fb5606,T4-9d2cb861840e2c,,1040000013,1040000016,3.b.,legacy_all_line_types_to_v4_line_type_pair,3. Wind condition and Red flag warning overhead circuit mile days,High Wind Warning and Red Flag Warning overhead circuit mile days,All line types (legacy aggregate),reported_all_line_types,HFTD Tier 3,High wind warning and red flag warning overhead circuit mile days,same_measurement_definition_simplified_label,0,,,SDG&E,2023,4,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 4,17,M17,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T4R-bba95e54df03921e,T4-14d6d4829b631e,,1040000014,1040000017,3.c.,legacy_all_line_types_to_v4_line_type_pair,3. Wind condition and Red flag warning overhead circuit mile days,High Wind Warning and Red Flag Warning overhead circuit mile days,All line types (legacy aggregate),reported_all_line_types,Non-HFTD,High wind warning and red flag warning overhead circuit mile days,same_measurement_definition_simplified_label,0,,,SDG&E,2023,1,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 4,18,J18,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T4R-04312138af091f3b,T4-14d6d4829b631e,,1040000014,1040000017,3.c.,legacy_all_line_types_to_v4_line_type_pair,3. Wind condition and Red flag warning overhead circuit mile days,High Wind Warning and Red Flag Warning overhead circuit mile days,All line types (legacy aggregate),reported_all_line_types,Non-HFTD,High wind warning and red flag warning overhead circuit mile days,same_measurement_definition_simplified_label,0,,,SDG&E,2023,2,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 4,18,K18,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T4R-c0757803c791afe4,T4-14d6d4829b631e,,1040000014,1040000017,3.c.,legacy_all_line_types_to_v4_line_type_pair,3. Wind condition and Red flag warning overhead circuit mile days,High Wind Warning and Red Flag Warning overhead circuit mile days,All line types (legacy aggregate),reported_all_line_types,Non-HFTD,High wind warning and red flag warning overhead circuit mile days,same_measurement_definition_simplified_label,0,,,SDG&E,2023,3,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 4,18,L18,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T4R-9944948390dd354a,T4-14d6d4829b631e,,1040000014,1040000017,3.c.,legacy_all_line_types_to_v4_line_type_pair,3. Wind condition and Red flag warning overhead circuit mile days,High Wind Warning and Red Flag Warning overhead circuit mile days,All line types (legacy aggregate),reported_all_line_types,Non-HFTD,High wind warning and red flag warning overhead circuit mile days,same_measurement_definition_simplified_label,0,,,SDG&E,2023,4,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 4,18,M18,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T4R-8fe0a048f7aef611,T4-bab50aaf57a531,,1040000018,1040000021,4.a.,legacy_all_line_types_to_v4_line_type_pair,4. Fire potential index overhead circuit mile days,Fire potential index circuit mile days,All line types (legacy aggregate),reported_all_line_types,HFTD Tier 2,High fire potential index (as defined by the utility in its WMP) overhead circuit mile days,same_measurement_definition_simplified_label,0,,,SDG&E,2023,1,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 4,19,J19,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T4R-09792e0a39f7972a,T4-bab50aaf57a531,,1040000018,1040000021,4.a.,legacy_all_line_types_to_v4_line_type_pair,4. Fire potential index overhead circuit mile days,Fire potential index circuit mile days,All line types (legacy aggregate),reported_all_line_types,HFTD Tier 2,High fire potential index (as defined by the utility in its WMP) overhead circuit mile days,same_measurement_definition_simplified_label,9479.76,,,SDG&E,2023,2,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 4,19,K19,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T4R-6aa9e812ddf14085,T4-bab50aaf57a531,,1040000018,1040000021,4.a.,legacy_all_line_types_to_v4_line_type_pair,4. Fire potential index overhead circuit mile days,Fire potential index circuit mile days,All line types (legacy aggregate),reported_all_line_types,HFTD Tier 2,High fire potential index (as defined by the utility in its WMP) overhead circuit mile days,same_measurement_definition_simplified_label,143227,,,SDG&E,2023,3,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 4,19,L19,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T4R-88ec24aee5c0646c,T4-bab50aaf57a531,,1040000018,1040000021,4.a.,legacy_all_line_types_to_v4_line_type_pair,4. Fire potential index overhead circuit mile days,Fire potential index circuit mile days,All line types (legacy aggregate),reported_all_line_types,HFTD Tier 2,High fire potential index (as defined by the utility in its WMP) overhead circuit mile days,same_measurement_definition_simplified_label,39811.6,,,SDG&E,2023,4,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 4,19,M19,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T4R-0f8581d05a455e9d,T4-ec42fee6908963,,1040000019,1040000022,4.b.,legacy_all_line_types_to_v4_line_type_pair,4. Fire potential index overhead circuit mile days,Fire potential index circuit mile days,All line types (legacy aggregate),reported_all_line_types,HFTD Tier 3,High fire potential index (as defined by the utility in its WMP) overhead circuit mile days,same_measurement_definition_simplified_label,0,,,SDG&E,2023,1,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 4,20,J20,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T4R-7f05a890f812d3f5,T4-ec42fee6908963,,1040000019,1040000022,4.b.,legacy_all_line_types_to_v4_line_type_pair,4. Fire potential index overhead circuit mile days,Fire potential index circuit mile days,All line types (legacy aggregate),reported_all_line_types,HFTD Tier 3,High fire potential index (as defined by the utility in its WMP) overhead circuit mile days,same_measurement_definition_simplified_label,10911.58,,,SDG&E,2023,2,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 4,20,K20,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T4R-c5caa0d5429e93b0,T4-ec42fee6908963,,1040000019,1040000022,4.b.,legacy_all_line_types_to_v4_line_type_pair,4. Fire potential index overhead circuit mile days,Fire potential index circuit mile days,All line types (legacy aggregate),reported_all_line_types,HFTD Tier 3,High fire potential index (as defined by the utility in its WMP) overhead circuit mile days,same_measurement_definition_simplified_label,127551,,,SDG&E,2023,3,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 4,20,L20,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T4R-46bcb58bbb44ac63,T4-ec42fee6908963,,1040000019,1040000022,4.b.,legacy_all_line_types_to_v4_line_type_pair,4. Fire potential index overhead circuit mile days,Fire potential index circuit mile days,All line types (legacy aggregate),reported_all_line_types,HFTD Tier 3,High fire potential index (as defined by the utility in its WMP) overhead circuit mile days,same_measurement_definition_simplified_label,40925,,,SDG&E,2023,4,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 4,20,M20,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T4R-2371a8a7f4a390ba,T4-415343ed66f7a0,,1040000020,1040000023,4.c.,legacy_all_line_types_to_v4_line_type_pair,4. Fire potential index overhead circuit mile days,Fire potential index circuit mile days,All line types (legacy aggregate),reported_all_line_types,Non-HFTD,High fire potential index (as defined by the utility in its WMP) overhead circuit mile days,same_measurement_definition_simplified_label,0,,,SDG&E,2023,1,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 4,21,J21,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T4R-13b6119a937c7919,T4-415343ed66f7a0,,1040000020,1040000023,4.c.,legacy_all_line_types_to_v4_line_type_pair,4. Fire potential index overhead circuit mile days,Fire potential index circuit mile days,All line types (legacy aggregate),reported_all_line_types,Non-HFTD,High fire potential index (as defined by the utility in its WMP) overhead circuit mile days,same_measurement_definition_simplified_label,6005.72,,,SDG&E,2023,2,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 4,21,K21,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T4R-4f93d615d1ceed88,T4-415343ed66f7a0,,1040000020,1040000023,4.c.,legacy_all_line_types_to_v4_line_type_pair,4. Fire potential index overhead circuit mile days,Fire potential index circuit mile days,All line types (legacy aggregate),reported_all_line_types,Non-HFTD,High fire potential index (as defined by the utility in its WMP) overhead circuit mile days,same_measurement_definition_simplified_label,127388,,,SDG&E,2023,3,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 4,21,L21,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T4R-621256be8bacaf48,T4-415343ed66f7a0,,1040000020,1040000023,4.c.,legacy_all_line_types_to_v4_line_type_pair,4. Fire potential index overhead circuit mile days,Fire potential index circuit mile days,All line types (legacy aggregate),reported_all_line_types,Non-HFTD,High fire potential index (as defined by the utility in its WMP) overhead circuit mile days,same_measurement_definition_simplified_label,26164,,,SDG&E,2023,4,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 4,21,M21,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T4R-1fecb1407967f74a,T4-d355c8abcd298d,,,,5.a.,legacy_only_other_placeholder,5. Other,Other relevant weather pattern metrics tracked (add additional rows as needed),All line types (legacy aggregate),reported_all_line_types,,,legacy_only,,,,SDG&E,2023,1,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 4,22,J22,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T4R-ebb65d3970d69d16,T4-d355c8abcd298d,,,,5.a.,legacy_only_other_placeholder,5. Other,Other relevant weather pattern metrics tracked (add additional rows as needed),All line types (legacy aggregate),reported_all_line_types,,,legacy_only,,,,SDG&E,2023,2,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 4,22,K22,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T4R-27ae138b564f6478,T4-d355c8abcd298d,,,,5.a.,legacy_only_other_placeholder,5. Other,Other relevant weather pattern metrics tracked (add additional rows as needed),All line types (legacy aggregate),reported_all_line_types,,,legacy_only,,,,SDG&E,2023,3,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 4,22,L22,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
