record_id,metric_number,legacy_metric_number_mapped,v3_1_to_v3_2_domain_status,v3_2_to_v4_label_status,metric_type,ignition_driver,line_type,hftd_tier,unit_canonical,unit_crosswalk_status,ignition_driver_tracked,actual_value,comments,blank_meaning,utility_id,reporting_year,reporting_quarter,schema_version,source_revision,source_report_quarter,source_file,source_sheet,source_row,source_value_cell,guideline_url
T6R-44afbb4096190285,1060000152,4.q.d.3,exact,exact,4. Equipment / facility failure or damage,Tie wire,Distribution,HFTD Tier 3,# ignitions,v4_native,No,,SDG&E does not currently track this driver,not applicable,SDG&E,2025,2,v4.01,5,2,SDGE_2025_Q2_R5.xlsx,Table 6,154,M154,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=58132&shareable=true
T6R-75c6f596603b41d7,1060000153,4.q.t.0,exact,exact,4. Equipment / facility failure or damage,Tie wire,Transmission,Non-HFTD,# ignitions,v4_native,No,,SDG&E does not currently track this driver,not applicable,SDG&E,2025,2,v4.01,5,2,SDGE_2025_Q2_R5.xlsx,Table 6,155,M155,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=58132&shareable=true
T6R-0d55bb4a5c3f82f1,1060000154,4.q.t.2,exact,exact,4. Equipment / facility failure or damage,Tie wire,Transmission,HFTD Tier 2,# ignitions,v4_native,No,,SDG&E does not currently track this driver,not applicable,SDG&E,2025,2,v4.01,5,2,SDGE_2025_Q2_R5.xlsx,Table 6,156,M156,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=58132&shareable=true
T6R-5e0a60d8ebfa35d7,1060000155,4.q.t.3,exact,exact,4. Equipment / facility failure or damage,Tie wire,Transmission,HFTD Tier 3,# ignitions,v4_native,No,,SDG&E does not currently track this driver,not applicable,SDG&E,2025,2,v4.01,5,2,SDGE_2025_Q2_R5.xlsx,Table 6,157,M157,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=58132&shareable=true
T6R-58b0d6cd82ca7252,1060000156,4.r.d.0,exact,exact,4. Equipment / facility failure or damage,Transformer,Distribution,Non-HFTD,# ignitions,v4_native,Yes,0,,,SDG&E,2025,2,v4.01,5,2,SDGE_2025_Q2_R5.xlsx,Table 6,158,M158,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=58132&shareable=true
T6R-9bedb7cfcfcc6320,1060000157,4.r.d.2,exact,exact,4. Equipment / facility failure or damage,Transformer,Distribution,HFTD Tier 2,# ignitions,v4_native,Yes,0,,,SDG&E,2025,2,v4.01,5,2,SDGE_2025_Q2_R5.xlsx,Table 6,159,M159,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=58132&shareable=true
T6R-ab8b72d697a5e337,1060000158,4.r.d.3,exact,exact,4. Equipment / facility failure or damage,Transformer,Distribution,HFTD Tier 3,# ignitions,v4_native,Yes,0,,,SDG&E,2025,2,v4.01,5,2,SDGE_2025_Q2_R5.xlsx,Table 6,160,M160,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=58132&shareable=true
T6R-fd16a8830d5d5d60,1060000159,4.r.t.0,exact,exact,4. Equipment / facility failure or damage,Transformer,Transmission,Non-HFTD,# ignitions,v4_native,Yes,0,,,SDG&E,2025,2,v4.01,5,2,SDGE_2025_Q2_R5.xlsx,Table 6,161,M161,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=58132&shareable=true
T6R-273458a84cabac75,1060000160,4.r.t.2,exact,exact,4. Equipment / facility failure or damage,Transformer,Transmission,HFTD Tier 2,# ignitions,v4_native,Yes,0,,,SDG&E,2025,2,v4.01,5,2,SDGE_2025_Q2_R5.xlsx,Table 6,162,M162,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=58132&shareable=true
T6R-e3b2edec7c95bb4c,1060000161,4.r.t.3,exact,exact,4. Equipment / facility failure or damage,Transformer,Transmission,HFTD Tier 3,# ignitions,v4_native,Yes,0,,,SDG&E,2025,2,v4.01,5,2,SDGE_2025_Q2_R5.xlsx,Table 6,163,M163,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=58132&shareable=true
T6R-fa6ca00826e7beab,1060000162,4.s.d.0,exact,canonical_label_update,4. Equipment / facility failure or damage,Voltage regulator / booster,Distribution,Non-HFTD,# ignitions,v4_native,No,,SDG&E does not currently track this driver,not applicable,SDG&E,2025,2,v4.01,5,2,SDGE_2025_Q2_R5.xlsx,Table 6,164,M164,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=58132&shareable=true
T6R-0732358684c5c423,1060000163,4.s.d.2,exact,canonical_label_update,4. Equipment / facility failure or damage,Voltage regulator / booster,Distribution,HFTD Tier 2,# ignitions,v4_native,No,,SDG&E does not currently track this driver,not applicable,SDG&E,2025,2,v4.01,5,2,SDGE_2025_Q2_R5.xlsx,Table 6,165,M165,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=58132&shareable=true
T6R-ea3ae7daf65cd02a,1060000164,4.s.d.3,exact,canonical_label_update,4. Equipment / facility failure or damage,Voltage regulator / booster,Distribution,HFTD Tier 3,# ignitions,v4_native,No,,SDG&E does not currently track this driver,not applicable,SDG&E,2025,2,v4.01,5,2,SDGE_2025_Q2_R5.xlsx,Table 6,166,M166,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=58132&shareable=true
T6R-75760ca1370fafc6,1060000165,4.s.t.0,exact,canonical_label_update,4. Equipment / facility failure or damage,Voltage regulator / booster,Transmission,Non-HFTD,# ignitions,v4_native,No,,SDG&E does not currently track this driver,not applicable,SDG&E,2025,2,v4.01,5,2,SDGE_2025_Q2_R5.xlsx,Table 6,167,M167,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=58132&shareable=true
T6R-3c844e1e08b52db7,1060000166,4.s.t.2,exact,canonical_label_update,4. Equipment / facility failure or damage,Voltage regulator / booster,Transmission,HFTD Tier 2,# ignitions,v4_native,No,,SDG&E does not currently track this driver,not applicable,SDG&E,2025,2,v4.01,5,2,SDGE_2025_Q2_R5.xlsx,Table 6,168,M168,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=58132&shareable=true
T6R-52b0cced9ecc65c3,1060000167,4.s.t.3,exact,canonical_label_update,4. Equipment / facility failure or damage,Voltage regulator / booster,Transmission,HFTD Tier 3,# ignitions,v4_native,No,,SDG&E does not currently track this driver,not applicable,SDG&E,2025,2,v4.01,5,2,SDGE_2025_Q2_R5.xlsx,Table 6,169,M169,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=58132&shareable=true
T6R-3a6fd7e4b2e5f640,1060000168,4.t.d.0,exact,canonical_label_update,4. Equipment / facility failure or damage,Unknown (equipment failure),Distribution,Non-HFTD,# ignitions,v4_native,No,,SDG&E does not currently track this driver,not applicable,SDG&E,2025,2,v4.01,5,2,SDGE_2025_Q2_R5.xlsx,Table 6,170,M170,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=58132&shareable=true
T6R-555ee6c137ab1010,1060000169,4.t.d.2,exact,canonical_label_update,4. Equipment / facility failure or damage,Unknown (equipment failure),Distribution,HFTD Tier 2,# ignitions,v4_native,No,,SDG&E does not currently track this driver,not applicable,SDG&E,2025,2,v4.01,5,2,SDGE_2025_Q2_R5.xlsx,Table 6,171,M171,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=58132&shareable=true
T6R-c7152942733b7397,1060000170,4.t.d.3,exact,canonical_label_update,4. Equipment / facility failure or damage,Unknown (equipment failure),Distribution,HFTD Tier 3,# ignitions,v4_native,No,,SDG&E does not currently track this driver,not applicable,SDG&E,2025,2,v4.01,5,2,SDGE_2025_Q2_R5.xlsx,Table 6,172,M172,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=58132&shareable=true
T6R-6db1cba14f9fa764,1060000171,4.t.t.0,exact,canonical_label_update,4. Equipment / facility failure or damage,Unknown (equipment failure),Transmission,Non-HFTD,# ignitions,v4_native,No,,SDG&E does not currently track this driver,not applicable,SDG&E,2025,2,v4.01,5,2,SDGE_2025_Q2_R5.xlsx,Table 6,173,M173,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=58132&shareable=true
T6R-c99cef6a5149c664,1060000172,4.t.t.2,exact,canonical_label_update,4. Equipment / facility failure or damage,Unknown (equipment failure),Transmission,HFTD Tier 2,# ignitions,v4_native,No,,SDG&E does not currently track this driver,not applicable,SDG&E,2025,2,v4.01,5,2,SDGE_2025_Q2_R5.xlsx,Table 6,174,M174,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=58132&shareable=true
T6R-fdd29ab98ba5ad04,1060000173,4.t.t.3,exact,canonical_label_update,4. Equipment / facility failure or damage,Unknown (equipment failure),Transmission,HFTD Tier 3,# ignitions,v4_native,No,,SDG&E does not currently track this driver,not applicable,SDG&E,2025,2,v4.01,5,2,SDGE_2025_Q2_R5.xlsx,Table 6,175,M175,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=58132&shareable=true
T6R-ff13939a428f8a4d,1060000174,4.u.d.0,exact,canonical_label_update,4. Equipment / facility failure or damage,Other (equipment failure),Distribution,Non-HFTD,# ignitions,v4_native,Yes,1,,,SDG&E,2025,2,v4.01,5,2,SDGE_2025_Q2_R5.xlsx,Table 6,176,M176,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=58132&shareable=true
T6R-948c47bdc83f53a9,1060000175,4.u.d.2,exact,canonical_label_update,4. Equipment / facility failure or damage,Other (equipment failure),Distribution,HFTD Tier 2,# ignitions,v4_native,Yes,0,,,SDG&E,2025,2,v4.01,5,2,SDGE_2025_Q2_R5.xlsx,Table 6,177,M177,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=58132&shareable=true
T6R-f6ba4ef3086df19e,1060000176,4.u.d.3,exact,canonical_label_update,4. Equipment / facility failure or damage,Other (equipment failure),Distribution,HFTD Tier 3,# ignitions,v4_native,Yes,0,,,SDG&E,2025,2,v4.01,5,2,SDGE_2025_Q2_R5.xlsx,Table 6,178,M178,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=58132&shareable=true
T6R-e328aad343d3bdc3,1060000177,4.u.t.0,exact,canonical_label_update,4. Equipment / facility failure or damage,Other (equipment failure),Transmission,Non-HFTD,# ignitions,v4_native,Yes,0,,,SDG&E,2025,2,v4.01,5,2,SDGE_2025_Q2_R5.xlsx,Table 6,179,M179,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=58132&shareable=true
T6R-f8ab553c4cc57703,1060000178,4.u.t.2,exact,canonical_label_update,4. Equipment / facility failure or damage,Other (equipment failure),Transmission,HFTD Tier 2,# ignitions,v4_native,Yes,0,,,SDG&E,2025,2,v4.01,5,2,SDGE_2025_Q2_R5.xlsx,Table 6,180,M180,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=58132&shareable=true
T6R-f7d0854a40c79a8d,1060000179,4.u.t.3,exact,canonical_label_update,4. Equipment / facility failure or damage,Other (equipment failure),Transmission,HFTD Tier 3,# ignitions,v4_native,Yes,0,,,SDG&E,2025,2,v4.01,5,2,SDGE_2025_Q2_R5.xlsx,Table 6,181,M181,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=58132&shareable=true
T6R-b087065980ed1555,1060000180,5.a.d.0,exact,exact,5. Wire-to-wire contact,Wire-to-wire contact,Distribution,Non-HFTD,# ignitions,v4_native,Yes,0,,,SDG&E,2025,2,v4.01,5,2,SDGE_2025_Q2_R5.xlsx,Table 6,182,M182,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=58132&shareable=true
T6R-2294f87f59a1e773,1060000181,5.a.d.2,exact,exact,5. Wire-to-wire contact,Wire-to-wire contact,Distribution,HFTD Tier 2,# ignitions,v4_native,Yes,0,,,SDG&E,2025,2,v4.01,5,2,SDGE_2025_Q2_R5.xlsx,Table 6,183,M183,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=58132&shareable=true
T6R-c416f07e41f6e480,1060000182,5.a.d.3,exact,exact,5. Wire-to-wire contact,Wire-to-wire contact,Distribution,HFTD Tier 3,# ignitions,v4_native,Yes,0,,,SDG&E,2025,2,v4.01,5,2,SDGE_2025_Q2_R5.xlsx,Table 6,184,M184,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=58132&shareable=true
T6R-5b56b086f40899ea,1060000183,5.a.t.0,exact,exact,5. Wire-to-wire contact,Wire-to-wire contact,Transmission,Non-HFTD,# ignitions,v4_native,Yes,0,,,SDG&E,2025,2,v4.01,5,2,SDGE_2025_Q2_R5.xlsx,Table 6,185,M185,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=58132&shareable=true
T6R-0abae8822e318ebe,1060000184,5.a.t.2,exact,exact,5. Wire-to-wire contact,Wire-to-wire contact,Transmission,HFTD Tier 2,# ignitions,v4_native,Yes,0,,,SDG&E,2025,2,v4.01,5,2,SDGE_2025_Q2_R5.xlsx,Table 6,186,M186,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=58132&shareable=true
T6R-ae9270db12adc4fd,1060000185,5.a.t.3,exact,exact,5. Wire-to-wire contact,Wire-to-wire contact,Transmission,HFTD Tier 3,# ignitions,v4_native,Yes,0,,,SDG&E,2025,2,v4.01,5,2,SDGE_2025_Q2_R5.xlsx,Table 6,187,M187,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=58132&shareable=true
T6R-e0a4276585db31c1,1060000186,6.a.d.0,exact,exact,6. Contamination,Contamination,Distribution,Non-HFTD,# ignitions,v4_native,No,,SDG&E does not currently track this driver,not applicable,SDG&E,2025,2,v4.01,5,2,SDGE_2025_Q2_R5.xlsx,Table 6,188,M188,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=58132&shareable=true
T6R-0453d98e8a41850c,1060000187,6.a.d.2,exact,exact,6. Contamination,Contamination,Distribution,HFTD Tier 2,# ignitions,v4_native,No,,SDG&E does not currently track this driver,not applicable,SDG&E,2025,2,v4.01,5,2,SDGE_2025_Q2_R5.xlsx,Table 6,189,M189,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=58132&shareable=true
T6R-dbb27a97526953d2,1060000188,6.a.d.3,exact,exact,6. Contamination,Contamination,Distribution,HFTD Tier 3,# ignitions,v4_native,No,,SDG&E does not currently track this driver,not applicable,SDG&E,2025,2,v4.01,5,2,SDGE_2025_Q2_R5.xlsx,Table 6,190,M190,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=58132&shareable=true
T6R-6e6700b5199992ee,1060000189,6.a.t.0,exact,exact,6. Contamination,Contamination,Transmission,Non-HFTD,# ignitions,v4_native,No,,SDG&E does not currently track this driver,not applicable,SDG&E,2025,2,v4.01,5,2,SDGE_2025_Q2_R5.xlsx,Table 6,191,M191,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=58132&shareable=true
T6R-80f380df5ae2e7c7,1060000190,6.a.t.2,exact,exact,6. Contamination,Contamination,Transmission,HFTD Tier 2,# ignitions,v4_native,No,,SDG&E does not currently track this driver,not applicable,SDG&E,2025,2,v4.01,5,2,SDGE_2025_Q2_R5.xlsx,Table 6,192,M192,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=58132&shareable=true
T6R-89cdab54cb5d53c7,1060000191,6.a.t.3,exact,exact,6. Contamination,Contamination,Transmission,HFTD Tier 3,# ignitions,v4_native,No,,SDG&E does not currently track this driver,not applicable,SDG&E,2025,2,v4.01,5,2,SDGE_2025_Q2_R5.xlsx,Table 6,193,M193,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=58132&shareable=true
T6R-e0a67acd70e0ae42,1060000192,7.a.d.0,exact,exact,7. Protective device operation,Protective device operation,Distribution,Non-HFTD,# ignitions,v4_native,No,,SDG&E does not currently track this driver,not applicable,SDG&E,2025,2,v4.01,5,2,SDGE_2025_Q2_R5.xlsx,Table 6,194,M194,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=58132&shareable=true
T6R-97b9e430e13bf583,1060000193,7.a.d.2,exact,exact,7. Protective device operation,Protective device operation,Distribution,HFTD Tier 2,# ignitions,v4_native,No,,SDG&E does not currently track this driver,not applicable,SDG&E,2025,2,v4.01,5,2,SDGE_2025_Q2_R5.xlsx,Table 6,195,M195,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=58132&shareable=true
T6R-5de45e9cbce08db7,1060000194,7.a.d.3,exact,exact,7. Protective device operation,Protective device operation,Distribution,HFTD Tier 3,# ignitions,v4_native,No,,SDG&E does not currently track this driver,not applicable,SDG&E,2025,2,v4.01,5,2,SDGE_2025_Q2_R5.xlsx,Table 6,196,M196,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=58132&shareable=true
T6R-75b3f1bcf7cd23fc,1060000195,7.a.t.0,exact,exact,7. Protective device operation,Protective device operation,Transmission,Non-HFTD,# ignitions,v4_native,No,,SDG&E does not currently track this driver,not applicable,SDG&E,2025,2,v4.01,5,2,SDGE_2025_Q2_R5.xlsx,Table 6,197,M197,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=58132&shareable=true
T6R-d5681bda7ba32347,1060000196,7.a.t.2,exact,exact,7. Protective device operation,Protective device operation,Transmission,HFTD Tier 2,# ignitions,v4_native,No,,SDG&E does not currently track this driver,not applicable,SDG&E,2025,2,v4.01,5,2,SDGE_2025_Q2_R5.xlsx,Table 6,198,M198,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=58132&shareable=true
T6R-1c444984d955396d,1060000197,7.a.t.3,exact,exact,7. Protective device operation,Protective device operation,Transmission,HFTD Tier 3,# ignitions,v4_native,No,,SDG&E does not currently track this driver,not applicable,SDG&E,2025,2,v4.01,5,2,SDGE_2025_Q2_R5.xlsx,Table 6,199,M199,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=58132&shareable=true
T6R-3a16019d7700dd48,1060000198,8.a.d.0,exact,canonical_label_update,8. Vandalism / theft,Vandalism / theft,Distribution,Non-HFTD,# ignitions,v4_native,Yes,0,,,SDG&E,2025,2,v4.01,5,2,SDGE_2025_Q2_R5.xlsx,Table 6,200,M200,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=58132&shareable=true
T6R-5940da3831bb37de,1060000199,8.a.d.2,exact,canonical_label_update,8. Vandalism / theft,Vandalism / theft,Distribution,HFTD Tier 2,# ignitions,v4_native,Yes,0,,,SDG&E,2025,2,v4.01,5,2,SDGE_2025_Q2_R5.xlsx,Table 6,201,M201,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=58132&shareable=true
T6R-4c1d6f82f00e2b14,1060000200,8.a.d.3,exact,canonical_label_update,8. Vandalism / theft,Vandalism / theft,Distribution,HFTD Tier 3,# ignitions,v4_native,Yes,0,,,SDG&E,2025,2,v4.01,5,2,SDGE_2025_Q2_R5.xlsx,Table 6,202,M202,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=58132&shareable=true
T6R-ed4ff72df51b3e1b,1060000201,8.a.t.0,exact,canonical_label_update,8. Vandalism / theft,Vandalism / theft,Transmission,Non-HFTD,# ignitions,v4_native,Yes,0,,,SDG&E,2025,2,v4.01,5,2,SDGE_2025_Q2_R5.xlsx,Table 6,203,M203,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=58132&shareable=true
T6R-3835860681c398ff,1060000202,8.a.t.2,exact,canonical_label_update,8. Vandalism / theft,Vandalism / theft,Transmission,HFTD Tier 2,# ignitions,v4_native,Yes,0,,,SDG&E,2025,2,v4.01,5,2,SDGE_2025_Q2_R5.xlsx,Table 6,204,M204,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=58132&shareable=true
T6R-856ec154837d6291,1060000203,8.a.t.3,exact,canonical_label_update,8. Vandalism / theft,Vandalism / theft,Transmission,HFTD Tier 3,# ignitions,v4_native,Yes,0,,,SDG&E,2025,2,v4.01,5,2,SDGE_2025_Q2_R5.xlsx,Table 6,205,M205,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=58132&shareable=true
T6R-9d18d87fa930399f,1060000204,9.a.d.0,exact,exact,9. Lightning,Lightning,Distribution,Non-HFTD,# ignitions,v4_native,No,,SDG&E did not track this driver historically but can implement for future ignitions,not applicable,SDG&E,2025,2,v4.01,5,2,SDGE_2025_Q2_R5.xlsx,Table 6,206,M206,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=58132&shareable=true
T6R-13bd9cfc9007d084,1060000205,9.a.d.2,exact,exact,9. Lightning,Lightning,Distribution,HFTD Tier 2,# ignitions,v4_native,No,,SDG&E did not track this driver historically but can implement for future ignitions,not applicable,SDG&E,2025,2,v4.01,5,2,SDGE_2025_Q2_R5.xlsx,Table 6,207,M207,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=58132&shareable=true
T6R-87b04aa10142eb99,1060000206,9.a.d.3,exact,exact,9. Lightning,Lightning,Distribution,HFTD Tier 3,# ignitions,v4_native,No,,SDG&E did not track this driver historically but can implement for future ignitions,not applicable,SDG&E,2025,2,v4.01,5,2,SDGE_2025_Q2_R5.xlsx,Table 6,208,M208,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=58132&shareable=true
T6R-980d94a78e4463b7,1060000207,9.a.t.0,exact,exact,9. Lightning,Lightning,Transmission,Non-HFTD,# ignitions,v4_native,No,,SDG&E did not track this driver historically but can implement for future ignitions,not applicable,SDG&E,2025,2,v4.01,5,2,SDGE_2025_Q2_R5.xlsx,Table 6,209,M209,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=58132&shareable=true
T6R-15eb427fd292f5c0,1060000208,9.a.t.2,exact,exact,9. Lightning,Lightning,Transmission,HFTD Tier 2,# ignitions,v4_native,No,,SDG&E did not track this driver historically but can implement for future ignitions,not applicable,SDG&E,2025,2,v4.01,5,2,SDGE_2025_Q2_R5.xlsx,Table 6,210,M210,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=58132&shareable=true
T6R-f793a91a24e3dd56,1060000209,9.a.t.3,exact,exact,9. Lightning,Lightning,Transmission,HFTD Tier 3,# ignitions,v4_native,No,,SDG&E did not track this driver historically but can implement for future ignitions,not applicable,SDG&E,2025,2,v4.01,5,2,SDGE_2025_Q2_R5.xlsx,Table 6,211,M211,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=58132&shareable=true
T6R-5b3c7e81fc447b15,1060000210,10.a.d.0,exact,canonical_label_update,10. Unknown,Unknown (unknown),Distribution,Non-HFTD,# ignitions,v4_native,Yes,0,,,SDG&E,2025,2,v4.01,5,2,SDGE_2025_Q2_R5.xlsx,Table 6,212,M212,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=58132&shareable=true
T6R-fe1340185103e60f,1060000211,10.a.d.2,exact,canonical_label_update,10. Unknown,Unknown (unknown),Distribution,HFTD Tier 2,# ignitions,v4_native,Yes,0,,,SDG&E,2025,2,v4.01,5,2,SDGE_2025_Q2_R5.xlsx,Table 6,213,M213,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=58132&shareable=true
T6R-e74a361bce82b48b,1060000212,10.a.d.3,exact,canonical_label_update,10. Unknown,Unknown (unknown),Distribution,HFTD Tier 3,# ignitions,v4_native,Yes,0,,,SDG&E,2025,2,v4.01,5,2,SDGE_2025_Q2_R5.xlsx,Table 6,214,M214,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=58132&shareable=true
T6R-f7b99c7327544d3f,1060000213,10.a.t.0,exact,canonical_label_update,10. Unknown,Unknown (unknown),Transmission,Non-HFTD,# ignitions,v4_native,Yes,0,,,SDG&E,2025,2,v4.01,5,2,SDGE_2025_Q2_R5.xlsx,Table 6,215,M215,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=58132&shareable=true
T6R-b1cb39b692f7a870,1060000214,10.a.t.2,exact,canonical_label_update,10. Unknown,Unknown (unknown),Transmission,HFTD Tier 2,# ignitions,v4_native,Yes,1,,,SDG&E,2025,2,v4.01,5,2,SDGE_2025_Q2_R5.xlsx,Table 6,216,M216,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=58132&shareable=true
T6R-7f123af093638ed2,1060000215,10.a.t.3,exact,canonical_label_update,10. Unknown,Unknown (unknown),Transmission,HFTD Tier 3,# ignitions,v4_native,Yes,0,,,SDG&E,2025,2,v4.01,5,2,SDGE_2025_Q2_R5.xlsx,Table 6,217,M217,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=58132&shareable=true
T6R-e19138735a469d84,1060000216,11.a.d.0,exact,canonical_label_update,11. Other,Other (other),Distribution,Non-HFTD,# ignitions,v4_native,Yes,1,,,SDG&E,2025,2,v4.01,5,2,SDGE_2025_Q2_R5.xlsx,Table 6,218,M218,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=58132&shareable=true
T6R-550d977ab10735ac,1060000217,11.a.d.2,exact,canonical_label_update,11. Other,Other (other),Distribution,HFTD Tier 2,# ignitions,v4_native,Yes,1,,,SDG&E,2025,2,v4.01,5,2,SDGE_2025_Q2_R5.xlsx,Table 6,219,M219,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=58132&shareable=true
T6R-52119eff996c683a,1060000218,11.a.d.3,exact,canonical_label_update,11. Other,Other (other),Distribution,HFTD Tier 3,# ignitions,v4_native,Yes,0,,,SDG&E,2025,2,v4.01,5,2,SDGE_2025_Q2_R5.xlsx,Table 6,220,M220,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=58132&shareable=true
T6R-e099c031589747f3,1060000219,11.a.t.0,exact,canonical_label_update,11. Other,Other (other),Transmission,Non-HFTD,# ignitions,v4_native,Yes,0,,,SDG&E,2025,2,v4.01,5,2,SDGE_2025_Q2_R5.xlsx,Table 6,221,M221,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=58132&shareable=true
T6R-c05112a466d1e110,1060000220,11.a.t.2,exact,canonical_label_update,11. Other,Other (other),Transmission,HFTD Tier 2,# ignitions,v4_native,Yes,0,,,SDG&E,2025,2,v4.01,5,2,SDGE_2025_Q2_R5.xlsx,Table 6,222,M222,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=58132&shareable=true
T6R-0572a48d42244e98,1060000221,11.a.t.3,exact,canonical_label_update,11. Other,Other (other),Transmission,HFTD Tier 3,# ignitions,v4_native,Yes,0,,,SDG&E,2025,2,v4.01,5,2,SDGE_2025_Q2_R5.xlsx,Table 6,223,M223,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=58132&shareable=true
T6R-c25dd3d045d2e378,1060000000,1.a.d.0,exact,exact,1. Dig-in,Dig-in,Distribution,Non-HFTD,# ignitions,v4_native,No,,SDG&E does not consider this driver as a risk event,not applicable,SDG&E,2025,3,v4.01,4,3,SDGE_2025_Q3_R4.xlsx,Table 6,2,M2,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=58132&shareable=true
T6R-294db8b02906c153,1060000001,1.a.d.2,exact,exact,1. Dig-in,Dig-in,Distribution,HFTD Tier 2,# ignitions,v4_native,No,,SDG&E does not consider this driver as a risk event,not applicable,SDG&E,2025,3,v4.01,4,3,SDGE_2025_Q3_R4.xlsx,Table 6,3,M3,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=58132&shareable=true
